id,loan_amnt,funded_amnt,int_rate,installment,emp_length,annual_inc,loan_status
1027771,6000,6000,7.51,186.67,2,50000,Low Risk
1063653,25000,25000,19.42,654.31,10,105000,Medium Risk
1063421,8000,8000,8.9,165.68,1,51204,High Risk
1062855,14400,14400,15.27,501.09,2,42996,Low Risk
1062490,20000,13700,19.03,355.62,5,60000,Low Risk
1063626,25000,19950,14.27,467,10,85000,Medium Risk
1063407,14050,14050,8.9,446.14,3,120000,Low Risk
1063609,6000,6000,13.49,203.59,10,62691,Low Risk
1063602,16100,16100,11.71,355.79,1,36000,Medium Risk
1063393,35000,23250,20.3,619.88,3,85000,High Risk
1063388,10525,10525,7.9,329.33,4,49668,Low Risk
1063582,7200,7200,15.96,252.99,2,30000,Low Risk
988402,18500,15775,10.65,340.24,10,40000,Low Risk
1063564,12000,12000,13.49,407.17,10,40000,Low Risk
1063121,12000,12000,11.71,396.92,5,100000,Low Risk
1063275,3000,3000,11.71,99.23,2,56312,Low Risk
1057756,9500,9500,16.29,335.36,10,54011,Low Risk
1059960,19775,19775,12.42,660.79,2,49110.32,Low Risk
1059525,12000,12000,14.65,283.28,1,75000,High Risk
1062577,28000,28000,14.27,655.44,7,95000,Low Risk
1053188,30000,30000,12.42,1002.46,2,80000,Low Risk
1063098,16000,16000,10.65,521.18,9,55000,Low Risk
1063238,14500,14500,14.65,500.17,8,90000,Low Risk
1062043,11700,11700,14.65,276.2,3,68500,Low Risk
1063228,4150,4150,10.65,135.18,4,100000,Low Risk
1039993,15000,15000,11.71,331.48,10,72000,Medium Risk
1063197,24000,24000,16.77,852.93,6,70000,Low Risk
1063069,21250,21250,12.42,710.08,5,37000,High Risk
1063062,10000,10000,14.27,343.09,10,75000,Low Risk
1063199,25000,25000,18.25,638.25,1,75000,Low Risk
1063187,4000,4000,15.96,140.55,6,39000,Low Risk
1063040,15000,15000,11.71,496.14,1,60000,Low Risk
1063020,20000,20000,13.49,460.1,3,68000,Low Risk
1062929,15000,15000,17.58,377.49,3,110000,Low Risk
1063003,3600,3600,15.96,126.5,3,40000,Low Risk
1063001,6000,6000,19.03,155.75,5,31000,Low Risk
1062997,15000,15000,15.27,521.97,10,60000,High Risk
1061315,12000,12000,18.25,306.36,3,43000,Low Risk
1062808,12375,12375,7.51,385,6,42000,Low Risk
1062918,4000,4000,12.69,134.18,6,30000,High Risk
1062983,13000,13000,10.65,423.46,10,50000,Low Risk
1061530,5000,5000,6.62,153.52,1,39396,Low Risk
1035958,5000,5000,15.96,175.69,7,98000,Low Risk
1062894,26000,26000,11.71,859.98,10,62500,Low Risk
1062895,15000,15000,18.64,386.15,8,95000,Low Risk
1062976,4000,4000,19.91,105.78,10,45000,High Risk
1061972,8000,8000,7.9,250.33,10,32400,Low Risk
1062857,16000,16000,9.91,515.6,10,50000,Low Risk
1059828,20000,20000,9.91,424.06,10,114996,Low Risk
1059486,12000,12000,14.65,413.94,6,54400,High Risk
1062887,7000,7000,11.71,231.54,7,72800,Low Risk
1062851,8000,8000,20.3,213.29,1,42500,High Risk
1062756,13000,13000,23.52,370.38,10,61000,Medium Risk
1062844,13000,13000,16.29,458.91,10,28000,High Risk
1062753,20000,20000,21.28,544.23,2,120000,Low Risk
1062873,18000,18000,13.49,610.75,8,96000,Low Risk
1062860,10000,10000,16.29,353.01,3,83200,Low Risk
1062738,22250,22250,15.27,532.49,8,45000,Low Risk
1062864,24000,24000,17.58,603.98,5,68809,High Risk
1062734,11200,11200,12.42,374.26,3,75000,High Risk
1052370,7000,7000,10.65,228.02,3,52000,Low Risk
1058564,8000,8000,6.03,243.49,6,57600,Low Risk
1062584,22500,22500,16.77,556.41,4,48500,Low Risk
1062253,12000,12000,17.27,429.45,2,95000,Low Risk
1062795,22000,22000,14.65,758.88,1,58000,Low Risk
1062614,6200,6200,10.65,201.96,10,24000,Low Risk
1061378,15900,15900,9.91,512.38,9,58000,Low Risk
1023158,16000,16000,6.62,491.26,3,104000,Low Risk
1062654,5000,5000,11.71,165.38,4,35000,Low Risk
1062665,3150,3150,15.27,109.62,5,53000,Low Risk
1062555,12000,12000,14.27,411.71,2,28000,High Risk
1062606,28000,28000,7.9,876.13,4,118000,High Risk
1062643,5000,5000,12.42,167.08,1,40000,Low Risk
1062536,3000,3000,7.9,93.88,10,65000,High Risk
765927,8400,8400,6.62,257.92,2,25000,Low Risk
1031451,7000,7000,10.65,228.02,10,36000,Low Risk
1062612,18550,11600,19.42,303.6,2,45000,Medium Risk
1062510,2000,2000,9.91,64.45,1,231252,Low Risk
1062508,12000,9600,14.65,226.63,3,65000,Medium Risk
1062478,28000,18625,12.42,418.27,8,84996,High Risk
1055974,10000,10000,7.9,312.91,6,66000,Low Risk
1062462,25000,25000,19.42,921.72,2,92000,Low Risk
1062458,8000,8000,11.71,264.61,10,70000,Low Risk
1062454,16000,16000,18.25,408.48,10,49000,High Risk
1060762,25000,25000,11.71,826.9,8,76896,Low Risk
1062564,2000,2000,9.91,64.45,10,24000,Low Risk
1061570,16800,16800,14.65,579.51,2,60000,Low Risk
1062418,8000,8000,8.9,254.03,3,120000,Low Risk
1062413,12000,12000,12.69,271.14,9,57000,Low Risk
1062330,11000,11000,7.9,344.2,4,80000,High Risk
1062414,5000,5000,16.29,176.51,6,85000,High Risk
1060966,18000,18000,16.29,635.41,10,140000,Low Risk
1062401,10000,10000,12.69,335.45,6,36000,High Risk
1057454,5000,5000,9.91,161.13,1,70000,Low Risk
1062179,10000,10000,16.29,353.01,4,51360,Low Risk
1062293,25000,25000,9.91,805.63,4,163000,Low Risk
1062384,2400,2400,12.69,80.51,4,59393,Low Risk
1031348,3000,3000,16.29,105.91,4,65000,High Risk
1062268,7700,7700,16.77,273.65,3,29772.96,High Risk
1062161,2400,2400,13.49,81.44,1,12996,Low Risk
1061409,5000,5000,10.65,162.87,1,44475,Low Risk
1061705,14000,14000,17.58,503.19,10,88000,Low Risk
1062146,24500,24500,20.89,661.3,4,85000,High Risk
1058699,2400,2400,10.65,78.18,3,36000,Low Risk
1062150,1800,1800,12.42,60.15,7,117000,Low Risk
1062257,22200,22200,19.42,818.49,2,160000,High Risk
1061420,21400,21400,19.42,560.09,3,80000,Low Risk
1062250,13000,13000,7.9,406.78,10,28000,High Risk
1020855,8000,8000,12.69,268.36,5,48000,Low Risk
997521,3600,3600,12.69,120.77,10,60000,High Risk
1058624,12375,12375,23.13,349.79,5,40000,High Risk
1062232,9400,9400,9.91,302.92,2,45500,Low Risk
1062235,9600,9600,14.27,329.37,6,156000,Low Risk
1060429,17000,17000,10.65,553.75,1,40000,Low Risk
1062102,25000,17275,19.03,448.41,10,96000,Medium Risk
1060630,30000,19275,19.03,500.33,10,80000,Low Risk
1062192,10800,10800,14.27,370.54,6,110000,Low Risk
1059016,6000,6000,7.9,187.75,10,59400,Low Risk
1056174,35000,35000,8.9,1111.37,10,106000,Low Risk
1062045,10000,10000,10.65,325.74,7,36000,Low Risk
1059395,15000,15000,19.91,396.66,4,51000,Low Risk
1062012,5000,5000,12.69,167.73,2,25000,Low Risk
1061941,3000,3000,17.27,75,5,35000,Medium Risk
1031266,7100,7100,14.65,244.91,1,33000,High Risk
1061975,12000,12000,16.77,426.47,10,93000,Low Risk
1061914,22400,22400,22.74,628.13,6,85000,High Risk
1061750,5825,5825,10.65,189.74,8,50000,Low Risk
1061741,22250,22250,12.69,746.38,2,41000,High Risk
1061747,18000,18000,16.77,445.13,2,50000,Medium Risk
1040188,6000,6000,12.42,200.5,4,30000,Low Risk
1057749,7650,7650,11.71,253.04,5,57000,High Risk
1061721,21000,21000,18.25,536.13,2,110000,Medium Risk
1061869,20675,20675,15.27,494.8,7,50132,High Risk
1060650,13200,13200,7.9,413.04,6,62500,Low Risk
1059701,12000,12000,7.51,373.33,1,60000,Low Risk
1061842,20000,12500,19.03,324.47,6,130000,Low Risk
1061837,15000,15000,6.03,456.54,7,60000,Low Risk
1057272,27050,27050,18.64,696.35,5,65000,Low Risk
1061675,22500,22500,17.27,562.46,3,67735,Low Risk
1061661,20500,20500,12.69,463.2,1,47800,High Risk
1061656,12800,12800,12.42,427.72,1,99600,Low Risk
1061776,27575,27575,10.65,898.21,1,54000,Low Risk
1061767,7000,7000,12.69,234.82,8,49000,Low Risk
1052746,7600,7600,16.77,187.95,1,33996,Medium Risk
1061643,29000,29000,12.42,651.27,10,65000,High Risk
1061785,10000,10000,14.27,343.09,4,44160,Low Risk
1061623,14125,14125,7.9,441.98,5,32000,Low Risk
1030795,12000,12000,6.62,368.45,1,94500,Low Risk
1061598,9575,9575,6.62,293.99,3,19498,Low Risk
1061772,12000,8900,20.3,237.29,1,30000,Low Risk
1058931,12000,12000,15.96,421.65,9,88000,High Risk
1061355,10000,10000,12.69,335.45,4,45000,Low Risk
1061593,10000,10000,15.96,351.38,1,37500,Low Risk
1061581,25000,25000,14.27,585.22,5,89000,Medium Risk
1061583,24000,24000,9.91,773.4,4,120000,Low Risk
1059572,14575,14575,10.65,474.76,7,35000,Low Risk
1053004,9000,9000,7.51,280,1,50000,Low Risk
1061496,10000,10000,13.49,339.31,10,30000,High Risk
1051434,7125,7125,17.58,256.09,7,25279.67,Low Risk
1058174,15000,15000,10.65,323.53,10,29000,Low Risk
1061547,13000,13000,13.49,441.1,6,65000,Low Risk
1061317,12000,12000,12.69,271.14,7,30000,Medium Risk
1061306,18000,18000,20.3,479.9,2,68000,Low Risk
1061515,30000,30000,14.27,702.26,10,90000,Low Risk
1058858,21600,21600,17.27,773.01,2,58600,High Risk
1051045,7600,7600,16.77,187.95,5,50000,Medium Risk
1060415,7000,7000,12.42,233.91,10,85000,Low Risk
1061279,7000,7000,8.9,222.28,5,45000,Low Risk
1058942,3600,3600,17.27,128.84,7,44004,Low Risk
1042958,3500,3500,12.69,117.41,10,84996,Low Risk
1061251,5000,5000,8.9,158.77,6,33000,Low Risk
1058015,10000,10000,11.71,330.76,5,60000,Low Risk
1059858,4500,4500,13.49,152.69,1,19200,Low Risk
1061247,12000,12000,11.71,396.92,10,62000,Low Risk
1061250,12000,12000,19.03,311.49,1,38500,Low Risk
1061245,10700,10700,12.42,357.55,4,68000,Low Risk
1060411,6000,6000,10.65,195.44,1,30000,Low Risk
1061416,20000,20000,7.9,625.81,10,50000,Low Risk
1040053,10800,10800,16.77,267.08,2,23000,Low Risk
1061227,25000,16050,19.03,416.62,10,50400,Low Risk
1061403,20000,20000,14.27,468.17,5,110000,Low Risk
1061413,3600,3600,13.49,122.15,1,40000,Low Risk
1061202,6000,6000,8.9,190.52,10,83954,Low Risk
1061204,10375,10375,14.27,355.96,5,35000,Low Risk
1061380,25000,25000,8.9,793.84,4,60000,Low Risk
1061193,10000,10000,16.29,353.01,4,40000,Low Risk
1051953,10000,8650,12.42,194.26,2,42336,Medium Risk
1060945,6000,6000,12.42,200.5,4,92000,Low Risk
1057719,8000,8000,7.9,250.33,2,75000,Low Risk
1059906,35000,21800,12.42,489.57,10,90000,Medium Risk
1061383,10000,10000,11.71,330.76,4,45000,Low Risk
1050511,11000,11000,7.51,342.22,8,48000,Low Risk
1061175,5000,5000,9.91,161.13,6,110000,Low Risk
1061122,6500,6500,10.65,211.73,1,30600,Low Risk
1061095,20000,20000,20.3,533.23,4,69000,Low Risk
1061164,12000,12000,12.69,402.54,4,45000,Low Risk
1060436,8250,8250,19.91,218.17,3,27500,High Risk
1061133,21000,21000,7.9,657.1,10,150500,Low Risk
1060855,8400,8400,16.77,298.53,2,32000,Low Risk
1058477,7000,7000,12.69,234.82,5,37500,Low Risk
1060995,12000,12000,12.42,400.99,1,60000,High Risk
1061135,7200,7200,11.71,238.15,2,33000,High Risk
1059939,12000,12000,10.65,390.88,10,70000,Low Risk
1060951,12800,12800,14.27,299.63,9,75000,Low Risk
1046507,3050,3050,9.91,98.29,1,16800,Low Risk
1060880,9000,9000,14.65,310.45,1,38000,Low Risk
1060934,10000,10000,11.71,330.76,5,35000,High Risk
1061128,10000,10000,9.91,322.25,1,95000,Low Risk
1061130,10000,10000,14.27,343.09,10,77400,High Risk
1061126,8500,8500,16.29,300.06,1,61000,Low Risk
1056057,35000,21275,11.71,470.14,8,70000,Medium Risk
1060895,7200,7200,13.49,165.64,10,67000,Low Risk
1061106,21000,21000,14.27,491.58,1,90000,Low Risk
1060925,27000,27000,9.91,870.08,5,140000,Low Risk
1045240,28625,28625,20.3,763.18,6,55000,Low Risk
1024951,4000,4000,14.27,137.24,9,32400,Low Risk
1061070,7300,7300,11.71,241.46,4,50000,Low Risk
1061060,18000,18000,8.9,571.56,9,70000,Low Risk
1055190,5000,5000,11.71,165.38,10,35000,Low Risk
1053622,14100,14100,17.58,354.84,4,43000,Medium Risk
1060865,35000,22050,19.03,572.36,10,140000,Medium Risk
1051018,10000,10000,14.27,343.09,10,115000,Low Risk
1059259,3000,3000,7.9,93.88,4,45000,Low Risk
1060853,25000,15325,19.03,397.8,7,95000,Medium Risk
1060831,28000,28000,15.96,983.85,5,235000,Low Risk
1058228,10000,10000,14.65,344.95,5,36000,Low Risk
1060841,12000,12000,7.9,375.49,5,26000,Low Risk
1056914,10000,10000,17.27,357.88,3,80000,Low Risk
1060794,11000,11000,8.9,349.29,1,50000,Low Risk
1061003,10000,10000,15.27,347.98,10,55000,Low Risk
1061008,5000,5000,6.62,153.52,5,55000,Low Risk
1060779,5000,5000,6.03,152.18,3,64424,Low Risk
1060993,5000,5000,8.9,158.77,10,56000,Low Risk
1060553,6000,6000,14.27,205.86,7,30000,High Risk
1058200,5000,5000,14.27,171.55,4,111740,Low Risk
1060544,20050,20050,17.58,720.64,7,67500,Low Risk
1060979,7000,7000,16.77,248.77,1,41000,High Risk
1060698,25000,25000,10.65,814.34,10,120000,Low Risk
1060970,3000,3000,12.69,100.64,10,30000,High Risk
1060760,8400,8400,17.27,300.62,10,41500,Low Risk
1060753,24925,24925,23.91,715.75,4,60000,Low Risk
1060559,5000,5000,9.91,161.13,10,75000,Low Risk
1060696,12000,12000,14.27,280.91,2,80000,Low Risk
1060735,12000,12000,12.42,400.99,10,42000,Low Risk
1060720,13200,13200,11.71,436.61,2,41600,High Risk
1060558,6000,6000,6.03,182.62,1,48000,Low Risk
1060731,10000,10000,6.62,307.04,8,50000,Low Risk
1060536,17500,17500,12.42,393.01,4,70000,Low Risk
1060721,6500,6500,10.65,211.73,2,53000,Low Risk
1060527,10000,10000,7.51,311.11,2,65000,Low Risk
1060714,12000,12000,9.91,386.7,2,85000,Low Risk
1060508,10000,10000,14.27,343.09,10,55000,Low Risk
1059582,12375,12375,14.27,424.58,10,36000,Low Risk
1060481,10000,10000,10.65,325.74,1,26000,Low Risk
1052346,20000,20000,18.25,510.6,7,70000,High Risk
1054397,4400,4400,19.03,161.36,7,80000,Low Risk
1055294,25000,25000,13.49,848.27,4,80000,Low Risk
1060697,35000,21825,20.3,581.88,2,100000,Low Risk
1060670,13600,13600,12.69,307.29,1,62000,Low Risk
1060452,20000,20000,12.69,451.9,7,50000,Low Risk
1051471,18000,18000,13.49,610.75,1,66000,High Risk
1059954,13000,13000,16.77,321.48,10,80000,Low Risk
1059310,35000,35000,16.77,1243.85,7,100000,Low Risk
1055282,35000,35000,14.27,1200.82,1,123000,Low Risk
1060631,12000,12000,11.71,265.18,10,70000,Medium Risk
1058486,7200,7200,13.49,244.3,9,60000,Low Risk
1060427,25000,15925,15.96,386.93,10,150000,Low Risk
1060418,4000,4000,12.69,134.18,3,80000,Low Risk
1060605,7000,7000,7.51,217.78,10,31000,Low Risk
1060597,15000,15000,13.49,508.96,4,90000,Low Risk
1060600,12800,12800,11.71,282.86,1,61600,Medium Risk
1053763,35000,21350,20.89,576.27,10,71316,High Risk
1060581,15000,15000,16.77,370.94,8,42000,Medium Risk
1060372,7200,7200,7.9,225.29,5,34000,Low Risk
1060371,13000,13000,17.27,465.24,10,36000,Low Risk
1060369,28000,28000,7.9,876.13,4,65000,Low Risk
1060365,12000,12000,9.91,386.7,8,35000,Low Risk
1060086,16000,16000,17.58,402.65,1,50000,High Risk
1058493,14000,14000,8.9,444.55,5,62004,Low Risk
1059978,11500,11500,11.71,380.38,10,74000,Low Risk
1059252,10500,10500,14.65,362.19,1,42000,Low Risk
1060167,14400,14400,12.42,481.18,5,48000,Low Risk
1059974,16000,16000,9.91,515.6,7,65000,Low Risk
1060046,5375,5375,9.91,173.21,2,15360,Low Risk
1060030,12000,12000,13.49,407.17,10,61000,Low Risk
1059948,12000,12000,7.51,373.33,1,83000,High Risk
1060036,17000,17000,6.03,517.41,2,120000,Low Risk
1055631,30000,30000,19.03,778.72,1,106000,Low Risk
1060019,13000,13000,20.3,485.12,5,42000,High Risk
1053454,7125,7125,7.51,221.67,1,30000,High Risk
1059930,14000,14000,18.25,357.42,10,32000,Medium Risk
1060004,8000,8000,14.65,275.96,1,72100,Low Risk
1060015,12500,12500,11.71,413.45,3,58000,Low Risk
1059936,10000,10000,14.27,343.09,4,40000,Low Risk
1059288,12000,8175,13.49,188.07,1,75000,Medium Risk
1052230,14000,14000,10.65,456.03,3,48880,Low Risk
1059996,7500,7500,6.03,228.27,5,48000,Low Risk
1059887,19200,19200,9.91,618.72,9,40000,Low Risk
1010310,9000,9000,11.71,297.69,7,110000,Low Risk
1059889,16000,16000,17.27,399.97,4,60000,Low Risk
1059736,20000,20000,8.9,635.07,3,65000,Low Risk
1059870,9000,9000,13.49,305.38,7,50000,Low Risk
1059874,9600,9600,7.51,298.67,10,55000,High Risk
1032863,12000,12000,12.69,271.14,10,63000,High Risk
1054178,18000,12325,11.71,272.37,10,133224,Medium Risk
1059843,1000,1000,13.49,33.94,8,35100,Low Risk
1057243,15000,15000,15.27,521.97,6,38000,High Risk
1059785,12000,12000,16.77,426.47,6,38000,Low Risk
1059698,12000,12000,14.27,280.91,3,41000,Medium Risk
1059704,14000,14000,8.9,444.55,7,108000,Low Risk
1059801,15600,15600,15.96,379.04,1,43000,Low Risk
1059605,10000,10000,10.65,325.74,4,45000,Low Risk
1058085,7200,7200,12.69,241.53,1,23000,Low Risk
1059157,22250,22250,15.27,532.49,2,47532,High Risk
1059627,13250,13250,17.27,331.23,1,26000,Medium Risk
1023566,26400,16725,14.27,391.51,1,150000,Low Risk
1059657,11000,11000,9.91,354.48,4,32000,Low Risk
1059639,9600,9600,8.9,304.84,3,55000,Low Risk
1059571,10000,10000,16.77,355.39,4,35000,Low Risk
1059623,7000,7000,15.96,170.08,3,75000,Medium Risk
1059629,11000,11000,9.91,354.48,5,74000,Low Risk
1057474,13000,13000,16.77,321.48,9,50000,Medium Risk
1059603,5000,5000,7.51,155.56,8,30000,Low Risk
1059522,6000,6000,11.71,198.46,1,37000,High Risk
1059529,3000,3000,13.49,101.8,3,105000,Low Risk
1059502,8200,8200,16.77,202.78,10,42000,High Risk
1058733,17000,17000,12.42,568.06,10,80000,Low Risk
1059497,5000,5000,10.65,162.87,10,35000,Low Risk
1059433,6400,6400,8.9,203.23,6,23000,Low Risk
1059469,13000,13000,16.29,458.91,7,50000,Low Risk
1048973,18000,18000,11.71,397.77,10,36000,Low Risk
1059444,16000,16000,15.27,382.92,10,60000,Low Risk
1059311,13200,13200,17.27,329.98,7,40000,Low Risk
1059333,10000,10000,16.77,355.39,1,38200,Low Risk
1055994,15000,15000,15.96,364.46,8,37000,High Risk
1059386,5000,5000,14.27,171.55,10,56000,Low Risk
1059289,7200,7200,7.9,225.29,1,38000,Low Risk
1058552,15000,15000,7.9,469.36,3,43000,Low Risk
1059461,15700,9875,19.42,258.46,1,60000,High Risk
1059312,5000,5000,21.28,136.06,3,46000,Low Risk
1058031,9600,9600,11.71,317.53,2,105000,Low Risk
1059447,16000,16000,19.91,423.11,5,107000,Low Risk
1059319,35000,22875,19.03,593.77,4,235000,High Risk
1059274,21000,21000,14.65,495.74,4,70000,Medium Risk
1059291,12000,8225,17.58,206.99,10,78000,High Risk
1059280,6000,6000,10.65,195.44,10,24000,Low Risk
1059284,20000,20000,20.3,533.23,5,51750,Medium Risk
1059362,6000,6000,14.65,206.97,1,57600,Low Risk
1059262,7150,7150,12.69,239.85,1,50000,Low Risk
1059409,13000,13000,19.42,340.24,7,55000,High Risk
1057384,32000,32000,6.62,982.52,2,120000,Low Risk
1058892,8000,8000,15.27,278.39,2,108000,High Risk
1059282,15500,15500,13.49,356.58,4,40000,Medium Risk
1052360,7000,7000,8.9,222.28,1,97600,Low Risk
1059251,12000,12000,6.62,368.45,10,70800,Low Risk
1059227,10400,10400,14.65,358.74,10,45000,Low Risk
1059236,12000,12000,12.69,402.54,2,60000,Low Risk
1042427,8000,5050,11.71,111.6,3,88000,Medium Risk
1059210,16000,16000,16.29,564.81,10,74000,Low Risk
1059174,4500,4500,10.65,146.58,2,91500,Low Risk
1057064,5000,5000,12.42,167.08,2,42500,Low Risk
1059199,3600,3600,16.29,127.09,6,45000,Low Risk
1048482,30000,18550,20.3,494.57,8,75000,Medium Risk
1058946,21000,21000,13.49,712.54,10,103000,Low Risk
1059186,7000,7000,14.27,240.17,2,42000,Low Risk
1059120,17475,17475,7.9,353.5,8,90000,Medium Risk
1050101,27575,17350,12.69,392.02,1,63000,Low Risk
1058958,15000,15000,7.9,469.36,1,35000,Low Risk
1032427,2250,2250,13.49,76.35,6,16000,Low Risk
1058956,17050,17050,12.42,569.74,10,53000,Low Risk
1058959,16500,16500,16.77,586.39,2,110000,Low Risk
1058952,35000,35000,19.91,925.54,4,69000,Medium Risk
1055920,3250,3250,12.42,108.6,1,16000,Low Risk
1059103,7000,7000,7.9,219.04,4,38400,Low Risk
1059046,24000,24000,11.71,793.83,3,80000,Low Risk
1058943,13200,13200,16.77,469.11,6,80952,Low Risk
1059100,22750,22750,8.9,722.39,6,65000,Low Risk
1058926,12000,12000,8.9,381.04,10,70000,Low Risk
1034052,30000,30000,10.65,977.2,7,175000,Low Risk
1057403,1200,1200,12.69,40.26,8,34000,High Risk
1058924,4800,4800,8.9,152.42,1,35000,Low Risk
1058885,18000,18000,20.89,485.85,10,60000,Low Risk
1058877,7200,7200,8.9,228.63,10,35000,Low Risk
1059041,15000,15000,9.91,483.38,2,35000,Low Risk
1059039,10500,10500,15.27,365.38,10,60000,Low Risk
1059024,15000,15000,17.27,374.97,1,75000,Low Risk
1054453,5000,5000,7.9,156.46,1,66000,High Risk
1058814,12800,12800,13.49,294.47,6,77000,Low Risk
1058830,4000,4000,8.9,127.02,3,62000,Low Risk
1053112,14000,9350,12.42,209.98,6,73000,Low Risk
1058317,27000,27000,11.71,893.06,8,130000,Low Risk
1058846,15000,15000,12.42,501.23,7,61000,Low Risk
1058824,35000,35000,20.89,944.71,5,90000,High Risk
1058828,2400,2400,14.27,82.35,1,25000,Low Risk
1058831,5900,5900,12.42,197.16,2,14400,Low Risk
1052449,5000,5000,11.71,165.38,6,70000,Low Risk
1058974,22000,22000,19.42,575.79,4,82500,Medium Risk
1058734,13250,13250,17.58,476.24,7,35000,High Risk
1058209,12600,12600,14.27,294.95,10,43200,Low Risk
1058749,20000,20000,11.71,661.52,1,125000,Low Risk
1058782,18000,18000,7.9,563.23,10,80000,Low Risk
1056831,19200,19200,16.77,682.34,1,87500,Low Risk
1054373,7000,7000,11.71,231.54,10,22000,Low Risk
1058744,25000,25000,15.96,607.43,10,80000,Low Risk
1047572,10000,10000,6.03,304.36,7,70000,Low Risk
1058718,23000,23000,9.91,741.18,9,63208,Low Risk
1058792,6750,6750,17.27,241.57,2,48000,Low Risk
1058556,10000,10000,10.65,325.74,6,45500,Low Risk
1058407,16000,16000,11.71,353.58,4,48000,Low Risk
1029236,5600,5600,8.9,177.82,1,19200,Low Risk
1058698,12000,12000,19.42,314.07,4,68000,Medium Risk
1058696,4800,4800,6.03,146.1,3,35000,Low Risk
1058411,25000,15700,14.65,370.63,10,63000,Low Risk
1058515,10000,10000,11.71,330.76,5,29406,High Risk
1058110,2200,2200,9.91,70.9,8,26004,High Risk
1058519,24000,24000,12.69,805.08,1,120000,High Risk
1058494,16000,16000,7.9,500.65,1,110000,Low Risk
1058634,10000,10000,9.91,322.25,10,34000,Low Risk
1058483,10625,10625,14.27,364.54,10,26500,High Risk
1055678,9600,9600,14.65,331.15,2,40000,Low Risk
1058484,7200,7200,20.89,270.86,1,88800,High Risk
1058615,12000,12000,8.9,381.04,6,100000,Low Risk
1058603,5000,5000,12.42,167.08,3,45000,Low Risk
1058625,30000,30000,21.67,822.95,2,85000,Medium Risk
1058468,12000,12000,16.29,423.61,9,36000,Low Risk
1058440,18000,18000,17.27,644.18,10,80000,Low Risk
1058451,10000,10000,9.91,322.25,3,50000,Low Risk
